book,sentence_path,text_lex,text,n_words_lex,n_words,construct to absolute nouns ratio,construct nouns and adjectives percentage,noun to verb ratio,definite_article_percentage,direct object marker percentage,pronouns bound to nouns or verbs percentage,"persuasive verb forms (imperative, jussive, cohorative) percentage",preterite percentage,ky percentage,aCr percentage,oM percentage,kya percentage,all conjunctions percentage,non-finite to finite verbs ratio,passive verb forms percentage,total word count,section,scroll,composition
CD,CD:1:1-1:12,שמע כל ידע צדק בין מעה אל ריב ל כל בר משפט עה כל נאץ מועל עזב סתר פנה יראל מקדש נתן חרב זכר ברית ראשון שאר שארית יראל נתן כלה קץ חרון שנה שלש מאה תשעים נתן את יד נבוכדנאצר מלך בבל פקד צמח יראל אהרן שרש מטעת ירש ארץ דשן טוב אדמה בין עון ידע איש אשם הם היה עור גשש דרך שנה ערים בין אל מעה לב שלם דרש קום ל מורה צדק דרך דרך לב ידע דור ,ועתה שמעו כל יודעי צדק ובינו במעשי אל כי ריב לו עם כל בשר ומשפט יעשה בכל מנאציו כי במועלם אשר עזבוהו הסתיר פניו מישראל וממקדשו ויתנם לחרב ובזכרו ברית ראשנים השאיר שאירית לישראל ולא נתנם לכלה ובקץ חרון שנים שלוש מאות ותשעים לתיתו אותם ביד נבוכדנאצר מלך בבל פקדם ויצמח מישראל ומאהרן שורש מטעת לירוש את ארצו ולדשן בטוב אדמתו ויבינו בעונם וידעו כי אנשים אשימים הם ויהיו כעורים וכימגששים דרך שנים עשרים ויבן אל אל מעשיהם כי בלב שלם דרשוהו ויקם להם מורה צדק להדריכם בדרך לבו ויודע לדורות ,82,92,0.6666666666666666,0.11009174311926606,2.25,0.9174311926605505,0.9174311926605505,0.0,5.5045871559633035,6.422018348623854,0.0,0.0,0.0,0.0,21.100917431192663,0.3333333333333333,0.0,109.0,sectarian_texts,CD,CD
CD,CD:1:12-2:1,אחרון עה דור אחרון עדה בגד הם סור דרך היא עת היה כתב על פרה סרר סרר יראל עמד איש לצון נטף יראל מים כזב תעה תהו דרך שחח גבהות עולם סור נתיבה צדק נסע גבול גבל ראשון נחלה דבק ב אלה ברית סגר חרב נקם נקם ברית עבור דרש חלק בחר מהתלה צפה פרץ בחר טוב צואר צדק רשע רשע צדיק עבר ברית פרר חק גדד נפש צדיק כל הלך תמים תעב נפש רדף חרב ו ריב עם חרה אף אל עדה שמם ,אחרונים את אשר עשה בדור אחרון בעדת בוגדים הם סרי דרך היא העת אשר היה כתוב עליה כפרה סורירה כן סרר ישראל בעמוד איש הלצון אשר הטיף לישראל מימי כזב ויתעם בתוהו לא דרך להשח גבהות עולם ולסור מנתיבות צדק ולסיע גבול אשר גבלו ראשנים בנחלתם למען הדבק בהם את אלות בריתו להסגירם לחרב נקמת נקם ברית בעבור אשר דרשו בחלקות ויבחרו במהתלות ויצפו לפרצות ויבחרו בטוב הצואר ויצדיקו רשע וירשיעו צדיק ויעבירו ברית ויפירו חוק ויגודו על נפש צדיק ובכל הולכי תמים תעבה נפשם וירדפום לחרב ויסיסו לריב עם ויחר אף אל בעדתם להשם ,85,96,0.5454545454545454,0.11428571428571428,1.2413793103448276,4.761904761904762,1.9047619047619049,0.0,0.9523809523809524,9.523809523809524,0.0,0.0,0.0,0.0,14.285714285714285,0.7058823529411765,0.0,105.0,sectarian_texts,CD,CD
CD,CD:2:1-2:10,כל המון מעה נדה פנה שמע אל כל בוא ברית גלה אזן דרך רשע אל אהב דעת חכמה תושיה נצב פנה ערמה דעת הם שרת ארך אף עם רב סליחה כפר שוב פשע כח גבורה חמה גדול להב אש יד כל מלאך חבל סרר דרך תעב חק שארית פליטה ל בחר אל ב קדם עולם יסד ידע מעה תעב דור דם סתר פנה ארץ תמם ידע שנה מעמד מספר פרוש קץ כל הוה עולם היה מה בוא קץ ,את כל המונם ומעשיהם לנדה לפניו ועתה שמעו אלי כל באי ברית ואגלה אזנכם בדרכי רשעים אל אהב דעת חכמה ותושייה הציב לפניו ערמה ודעת הם ישרתוהו ארך אפים עמו ורוב סליחות לכפר בעד שבי פשע וכוח וגבורה וחמה גדולה בלהבי אש בידי כל מלאכי חבל על סררי דרך ומתעבי חק לאין שאירית ופליטה למו כי לא בחר אל בהם מקדם עולם ובטרם נוסדו ידע את מעשיהם ויתעב את דורות מדם ויסתר את פניו מן הארץ מיעד תומם וידע את שני מעמד ומספר ופרוש קציהם לכל הוי עולמים ונהיית עד מה יבוא בקציהם ,79,94,0.48148148148148145,0.1308411214953271,2.2222222222222223,0.9345794392523363,4.672897196261682,0.0,1.8691588785046727,2.803738317757009,0.0,0.0,0.0,0.0,17.75700934579439,0.8,1.8691588785046727,107.0,sectarian_texts,CD,CD
CD,CD:2:10-2:20,כל שנה עולם כל קום ל קריא שם יתר פליטה ארץ מלא פנה תבל זרע ידע יד משיח רוח קדש חזה אמת פרוש שם שם נא תעה בן שמע ל גלה עין ראה בין מעה אל בחר רצה מאס נא הלך תמים כל דרך תור מחשבה יצר אשמה עין זנות רב תעה ב גבור חיל כשל ב פנה הלך שררות לב נפל עד עיר שמים ב אחז שמר מצוה אל בן רום ארז גבה הר גויה נפל כל ,לכל שני עולם ובכולם הקים לו קריאי שם למען התיר פליטה לארץ ולמלא פני תבל מזרעם ויודיעם ביד משיחוי רוח קדשו וחוזי אמת ובפרוש שמו שמותיהם ואת אשר שנא התעה ועתה בנים שמעו לי ואגלה עיניכם לראות ולהבין במעשי אל ולבחור את אשר רצה ולמאוס כאשר שנא להתהלך תמים בכל דרכיו ולא לתור במחשבות יצר אשמה ועני זנות כי רבים תעו בם וגבורי חיל נכשלו בם מלפנים ועד הנה בלכתם בשרירות לבם נפלו עידי עירי השמים בה נאחזו אשר לא שמרו מצות אל ובניהם אשר כרום ארזים גבהם וכהרים גויותיהם כי נפלו כל ,79,94,1.25,0.205607476635514,1.7142857142857142,0.9345794392523363,1.8691588785046727,0.0,0.9345794392523363,0.0,0.0,0.0,0.0,0.0,17.75700934579439,0.6153846153846154,1.8691588785046727,107.0,sectarian_texts,CD,CD
CD,CD:2:20-3:8,בר היה חרבה גוע היה היה עה רצון שמר מצוה עה חרה אף ב ב תעה בן נח משפחה ב הם כרת אברהם הלך ב עלה אהב שמר מצוה אל בחר רצון רוח מסר יחק יעקב שמר כתב אהב אל בעל ברית עולם בן יעקב תעה ב ענש פנה משגה בן מצרים הלך שררות לב יעץ מצוה אל עה איש ישר עין אכל דם כרת זכור מדבר ל קדש עלה ירש רוח שמע קול עה מצוה ירה רגן אהל חרה ,בשר אשר היה בחרבה כי גוע ויהיו כלא היו בעשותם את רצונם ולא שמרו את מצות עשיהם עד אשר חרה אפו בם בה תעיו בני נח ומשפחותיהם בה הם נכרתים אברהם לא הלך בה ויעל אוהב בשמרו מצות אל ולא בחר ברצון רוחו וימסור לישחק וליעקב וישמרו ויכתבו אוהבים לאל ובעלי ברית לעולם בני יעקב תעו בם ויענשו לפני משגותם ובניהם במצרים הלכו בשרירות לבם להיעץ על מצות אל ולעשות איש הישר בעיניו ויאכלו את הדם ויכרת זכורם במדבר להם בקדש עלו ורשו את רוחם ולא שמעו לקול עשיהם מצות יוריהם וירגנו באהליהם ויחר ,81,95,1.1,0.10377358490566038,1.0,1.8867924528301887,3.7735849056603774,0.0,4.716981132075472,9.433962264150944,0.0,0.0,0.0,0.0,18.867924528301888,0.21739130434782608,6.60377358490566,106.0,sectarian_texts,CD,CD
CD,CD:3:8-3:18,אף אל עדה בן ב אבד מלך ב כרת גבור ב אבד ארץ ב שמם ב חוב בוא ברית ראשון סגר חרב עזב ברית אל בחר רצון תור שררות לב עה איש רצון חזק מצוה אל יתר מן קום אל ברית יראל עולם גלה ל סתר תעה ב כל יראל שבת קדש מועד כבוד עדות צדק דרך אמת חפץ רצון עה אדם חיה ב פתח פנה חפר באר מים רב מאס חיה הם גלל פשע אנוש דרך נדה אמר ל היא אל רז פלא ,אף אל בעדתם ובניהם בו אבדו ומלכיהם בו נכרתו וגיבוריהם בו אבדו וארצם בו שממה בו הבו באי הברית הראשנים ויסגרו לחרב בעזבם את ברית אל ויבחרו ברצונם ויתורו אחרי שרירות לבם לעשות איש את רצונו ובמחזיקים במצות אל אשר נותרו מהם הקים אל את בריתו לישראל עד עולם לגלות להם נסתרות אשר תעו בם כל ישראל שבתות קדשו ומועדי כבודו עידות צדקו ודרכי אמתו וחפצי רצונו אשר יעשה האדם וחיה בהם פתח לפניהם ויחפרו באר למים רבים ומואסיהם לא יחיה והם התגוללו בפשע אנוש ובדרכי נדה ויאמרו כי לנו היא ואל ברזי פלאו ,85,95,0.9285714285714286,0.12264150943396226,1.2608695652173914,3.7735849056603774,2.8301886792452833,0.0,0.9433962264150944,4.716981132075472,0.0,0.0,0.0,0.0,17.92452830188679,0.2777777777777778,3.7735849056603774,106.0,sectarian_texts,CD,CD
CD,CD:3:18-4:7,כפר עון נא פשע בנה ל בית אמן יראל עמד כמו פנה חזק ב חיים נצח כל כבוד אדם ל הוא קום אל ל יד יחזקאל נביא אמר כהן לוי בן צדוק שמר משמרת מקדש תעה בן יראל על הם נגש ל חלב דם כהן הם שוב יראל יצא ארץ יהודה לוה עם בן צדוק הם בחיר יראל קריא שם עמד אחרית יום פרוש שם תולדות קץ מעמד מספר צרה שנה גור פרוש מעה קדש שנה כפר אל בעד צדק צדיק רשע רשע כל ,כפר בעד עונם וישא לפשעם ויבן להם בית נאמן בישראל אשר לא עמד כמהו למלפנים ועד הנה המחזיקים בו לחיי נצח וכל כבוד אדם להם הוא כאשר הקים אל להם ביד יחזקאל הנביא לאמר הכהנים והלוים ובני צדוק אשר שמרו את משמרת מקדשי בתעות בני ישראל מעלי הם יגישו לי חלב ודם הכהנים הם שבי ישראל היוצאים מארץ יהודה והנלוים עמהם ובני צדוק הם בחירי ישראל קריאי השם העמדים באחרית הימים הנה פרוש שמותיהם לתולדותם וקץ מעמדם ומספר צרותיהם ושני התגוררם ופירוש מעשיהם הקודש שונים אשר כפר אל בעדם ויצדיקו צדיק וירשיעו רשע וכל ,85,95,1.2142857142857142,0.16981132075471697,2.1052631578947367,10.377358490566039,0.9433962264150944,0.0,0.9433962264150944,3.7735849056603774,0.0,0.0,0.0,0.0,15.09433962264151,0.9,1.8867924528301887,106.0,sectarian_texts,CD,CD
CD,CD:4:7-4:18,בוא אחרי עה פרוש תורה יסר ב ראשון שלם קץ שנה אלה ברית קום אל ראשון כפר עון כפר אל בעד שלם קץ מספר שנה אלה ספח בית יהודה עמד איש מצוד בנה גדר רחק חק כל שנה אלה היה בליעל שלח יראל דבר אל יד ישעיהו נביא בן אמוץ אמר פחד פחת פח על ישב ארץ פשר שלש מצודה בליעל אמר על לוי בן יעקב הוא תפ ב יראל נתן פנה שלש מין צדק ראשון היא זנות שני הון שלישי טמא ,הבאים אחריהם לעשות כפרוש התורה אשר התוסרו בו הראשנים עד שלים הקץ השנים האלה כברית אשר הקים אל לראשנים לכפר על עונותיהם כן יכפר אל בעדם ובשלום הקץ למספר השנים האלה אין עוד להשתפח לבית יהודה כי אם לעמוד איש על מצודו נבנתה הגדר רחק החוק ובכל השנים האלה יהיה בליעל משולח בישראל כאשר דבר אל ביד ישעיה הנביא בן אמוץ לאמר פחד ופחת ופח עליך יושב הארץ פשרו שלושת מצודות בליעל אשר אמר עליהם לוי בן יעקב אשר הוא תפש בהם בישראל ויתנם פניהם לשלושת מיני הצדק הראשונה היא הזנות השנית ההון השלישית טמא ,83,96,0.42857142857142855,0.09523809523809523,2.0526315789473686,21.904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,1.1111111111111112,1.9047619047619049,105.0,sectarian_texts,CD,CD
CD,CD:4:18-5:6,מקדש עלה זה תפ זה נצל זה תפ זה בנה חיץ הלך צו צו הוא נטף אמר נטף נטף הם תפ שנים זנות לקח שנים אשה חיים יסוד בריאה זכר נקבה ברא את בוא תבה שנים שנים בוא תבה ניא כתב רבה ל אשה דוד קרא ספר תורה חתם היה ארון פ פתח יראל יום מות אלעזר יהושע יהושע זקן עבד עשתרת טמן גלה עמד צדוק עלה מעה דוד בד דם אוריה עזב ל אל טמא ,המקדש העולה מזה יתפש בזה והניצל מזה יתפש בזה בוני החיץ אשר הלכו אחרי צו הצו הוא מטיף אשר אמר הטף יטיפון הם ניתפשים בשתים בזנות לקחת שתי נשים בחייהם ויסוד הבריאה זכר ונקבה ברא אותם ובאי התבה שנים שנים באו אל התבה ועל הנשיא כתוב לא ירבה לו נשים ודויד לא קרא בספר התורה החתום אשר היה בארון כי לא נפ נפתח בישראל מיום מות אלעזר ויהושע ויושוע והזקנים אשר עבדו את העשתרת ויטמון נגלה עד עמוד צדוק ויעלו מעשי דויד מלבד דם אוריה ויעזבם לו אל וגם מטמאים ,77,91,0.4375,0.06363636363636363,1.1851851851851851,11.818181818181818,0.9090909090909091,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,13.636363636363635,1.0769230769230769,7.2727272727272725,110.0,sectarian_texts,CD,CD
CD,CD:5:6-5:15,הם מקדש הם בדל תורה שכב ראה דם זוב לקח איש בת אח בת אחות משה אמר אחות אם קרב שאר אם היא משפט עריה זכר הוא כתב כ אשה גלה בת אח ערוה אח אב היא שאר רוח קדש טמא לשון גדוף פתח פה חק ברית אל אמר כון תועבה הם דבר ב כל קדח אש בער זיקה קור עכביש קור ביצה צפעני ביצה קרוב אל נקה הר בית רבה אשם לחץ ,הם את המקדש אשר אין הם מבדיל כתורה ושוכבים עם הרואה את דם זובה ולוקחים איש את בת אחיהו ואת בת אחותו ומשה אמר אל אחות אמך לא תקרב שאר אמך היא ומשפט העריות לזכרים הוא כתוב וכהם הנשים ואם תגלה בת האח את ערות אחי אביה והיא שאר וגם את רוח קדשיהם טמאו ובלשון גדופים פתחו פה על חוקי ברית אל לאמר לא נכונו ותועבה הם מדברים בם כלם קדחי אש ומבערי זיקות קורי עכביש קוריהם וביצי צפעונים ביציהם הקרוב אליהם לא ינקה כהר ביתו כהרבותו יאשם כי אם נלחץ ,74,92,0.8823529411764706,0.13761467889908258,1.8333333333333333,5.5045871559633035,5.5045871559633035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59633027522936,1.25,2.7522935779816518,109.0,sectarian_texts,CD,CD
